"","STABBR","degType","year","statetotal","comp_high_any","totalawards","share"
"434","IA","Master's and Higher",2012,15325,1,1051,0.0685807504078303
"435","IA","Master's and Higher",2013,15517,0,12471,0.803699168653735
"436","IA","Master's and Higher",2013,15517,1,1061,0.0683766191918541
"437","IA","Master's and Higher",2014,11097,0,9105,0.820492024871587
"438","IA","Master's and Higher",2014,11097,1,1078,0.0971433720825448
"439","ID","Associate's and below",2010,6020,1,327,0.0543189368770764
"440","ID","Associate's and below",2010,6020,0,3853,0.640033222591362
"441","ID","Associate's and below",2011,6928,0,4505,0.650259815242494
"442","ID","Associate's and below",2011,6928,1,477,0.06885103926097
"443","ID","Associate's and below",2012,7750,0,4925,0.635483870967742
"444","ID","Associate's and below",2012,7750,1,449,0.0579354838709677
"445","ID","Associate's and below",2013,8562,1,460,0.0537257650081757
"446","ID","Associate's and below",2013,8562,0,5031,0.587596355991591
"447","ID","Associate's and below",2014,8188,1,467,0.0570346849047386
"448","ID","Associate's and below",2014,8188,0,4846,0.591841719589643
"449","ID","Bachelor's",2010,9872,0,8003,0.810676661264181
"450","ID","Bachelor's",2010,9872,1,797,0.0807333873581848
"451","ID","Bachelor's",2011,9705,1,768,0.0791344667697063
"452","ID","Bachelor's",2011,9705,0,7806,0.804327666151468
"453","ID","Bachelor's",2012,10461,0,8337,0.796960137654144
"454","ID","Bachelor's",2012,10461,1,860,0.0822101137558551
"455","ID","Bachelor's",2013,11016,1,956,0.0867828612926652
"456","ID","Bachelor's",2013,11016,0,8656,0.785766158315178
"457","ID","Bachelor's",2014,11324,0,8680,0.766513599434829
"458","ID","Bachelor's",2014,11324,1,1046,0.0923701872129989
"459","ID","Master's and Higher",2010,2046,1,388,0.189638318670577
"460","ID","Master's and Higher",2010,2046,0,1541,0.753176930596285
"461","ID","Master's and Higher",2011,2198,1,475,0.216105550500455
"462","ID","Master's and Higher",2011,2198,0,1634,0.743403093721565
"463","ID","Master's and Higher",2012,2424,0,1780,0.734323432343234
"464","ID","Master's and Higher",2012,2424,1,514,0.212046204620462
"465","ID","Master's and Higher",2013,2524,0,1814,0.718700475435816
"466","ID","Master's and Higher",2013,2524,1,591,0.234152139461173
"467","ID","Master's and Higher",2014,2382,1,541,0.227120067170445
"468","ID","Master's and Higher",2014,2382,0,1718,0.721242653232578
"469","IL","Associate's and below",2010,87558,0,67580,0.771831243290162
"470","IL","Associate's and below",2010,87558,1,2935,0.0335206377486923
"471","IL","Associate's and below",2011,92915,0,70279,0.756379486627563
"472","IL","Associate's and below",2011,92915,1,3474,0.037389011462089
"473","IL","Associate's and below",2012,91662,1,4110,0.0448386463310859
"474","IL","Associate's and below",2012,91662,0,67655,0.738092121053435
"475","IL","Associate's and below",2013,93658,0,67851,0.724454931773047
"476","IL","Associate's and below",2013,93658,1,4279,0.0456875013346431
"477","IL","Associate's and below",2014,91713,1,4839,0.0527624219031108
"478","IL","Associate's and below",2014,91713,0,65183,0.71072803201291
"479","IL","Bachelor's",2010,76005,0,60602,0.79734228011315
"480","IL","Bachelor's",2010,76005,1,5521,0.0726399578975067
"481","IL","Bachelor's",2011,76877,1,5862,0.0762516747531772
"482","IL","Bachelor's",2011,76877,0,60414,0.785852725782744
"483","IL","Bachelor's",2012,77699,0,61160,0.787140117633432
"484","IL","Bachelor's",2012,77699,1,6197,0.0797564962226026
"485","IL","Bachelor's",2013,81450,1,6610,0.0811540822590546
"486","IL","Bachelor's",2013,81450,0,64456,0.791356660527931
"487","IL","Bachelor's",2014,80102,0,63091,0.787633267583831
"488","IL","Bachelor's",2014,80102,1,6820,0.085141444658061
"489","IL","Master's and Higher",2010,52505,0,39504,0.752385487096467
"490","IL","Master's and Higher",2010,52505,1,6361,0.121150366631749
"491","IL","Master's and Higher",2011,55365,1,6812,0.123038020410006
"492","IL","Master's and Higher",2011,55365,0,41695,0.753093109365122
"493","IL","Master's and Higher",2012,53832,1,6083,0.112999702779016
"494","IL","Master's and Higher",2012,53832,0,41099,0.763467825828503
"495","IL","Master's and Higher",2013,54468,0,42314,0.776859807593449
"496","IL","Master's and Higher",2013,54468,1,5750,0.105566571197767
"497","IL","Master's and Higher",2014,52470,0,40713,0.775929102344197
"498","IL","Master's and Higher",2014,52470,1,5838,0.111263579188107
"499","IN","Associate's and below",2010,26315,1,1275,0.0484514535436063
"500","IN","Associate's and below",2010,26315,0,21723,0.825498764962949
"501","IN","Associate's and below",2011,30833,0,24887,0.807154671942399
"502","IN","Associate's and below",2011,30833,1,1756,0.0569519670482924
"503","IN","Associate's and below",2012,33280,1,2013,0.0604867788461538
"504","IN","Associate's and below",2012,33280,0,27072,0.813461538461538
"505","IN","Associate's and below",2013,32891,0,25877,0.78675017481986
"506","IN","Associate's and below",2013,32891,1,2219,0.0674652640539965
"507","IN","Associate's and below",2014,34252,0,25417,0.742058857876912
"508","IN","Associate's and below",2014,34252,1,1973,0.0576024757678384
"509","IN","Bachelor's",2010,44418,1,3693,0.0831419694718357
"510","IN","Bachelor's",2010,44418,0,35686,0.803413030753298
"511","IN","Bachelor's",2011,46177,1,4140,0.0896550230634298
"512","IN","Bachelor's",2011,46177,0,36908,0.79927236503021
"513","IN","Bachelor's",2012,48795,1,4482,0.0918536735321242
"514","IN","Bachelor's",2012,48795,0,38691,0.792929603442976
"515","IN","Bachelor's",2013,49836,0,40025,0.803134280439843
"516","IN","Bachelor's",2013,49836,1,4867,0.0976603258688498
"517","IN","Bachelor's",2014,50297,1,5038,0.100165019782492
"518","IN","Bachelor's",2014,50297,0,40120,0.797661888383005
"519","IN","Master's and Higher",2010,17378,1,1963,0.11295891356888
"520","IN","Master's and Higher",2010,17378,0,14102,0.81148578662677
"521","IN","Master's and Higher",2011,18214,1,2227,0.122268584605249
"522","IN","Master's and Higher",2011,18214,0,14470,0.794443834413089
"523","IN","Master's and Higher",2012,19530,1,2854,0.146134152585765
"524","IN","Master's and Higher",2012,19530,0,15378,0.787403993855607
"525","IN","Master's and Higher",2013,20194,1,3168,0.156878280677429
"526","IN","Master's and Higher",2013,20194,0,15868,0.785777953847678
"527","IN","Master's and Higher",2014,20092,0,15809,0.786830579335059
"528","IN","Master's and Higher",2014,20092,1,3056,0.152100338443161
"529","KS","Associate's and below",2010,19585,1,530,0.0270615266785805
"530","KS","Associate's and below",2010,19585,0,13617,0.695276997702323
"531","KS","Associate's and below",2011,22289,1,598,0.0268293777199515
"532","KS","Associate's and below",2011,22289,0,15246,0.684014536318363
"533","KS","Associate's and below",2012,23088,1,633,0.0274168399168399
"534","KS","Associate's and below",2012,23088,0,15578,0.6747227997228
"535","KS","Associate's and below",2013,23664,1,719,0.0303837052062204
"536","KS","Associate's and below",2013,23664,0,15596,0.659060175794456
"537","KS","Associate's and below",2014,24210,0,15931,0.658033870301528
"538","KS","Associate's and below",2014,24210,1,985,0.0406856670797191
"539","KS","Bachelor's",2010,18799,1,1114,0.0592584711952763
"540","KS","Bachelor's",2010,18799,0,15237,0.810521836267887
"541","KS","Bachelor's",2011,19124,1,1126,0.0588788956285296
"542","KS","Bachelor's",2011,19124,0,15895,0.831154570173604
"543","KS","Bachelor's",2012,20061,1,1277,0.0636558496585414
"544","KS","Bachelor's",2012,20061,0,16616,0.828273765016699
"545","KS","Bachelor's",2013,20640,0,17034,0.825290697674419
"546","KS","Bachelor's",2013,20640,1,1395,0.0675872093023256
"547","KS","Bachelor's",2014,21471,1,1698,0.0790834148386195
"548","KS","Bachelor's",2014,21471,0,17319,0.806622886684365
"549","KS","Master's and Higher",2010,8167,1,1092,0.133708828211093
"550","KS","Master's and Higher",2010,8167,0,6093,0.746051181584425
"551","KS","Master's and Higher",2011,8679,1,1248,0.143795368129969
"552","KS","Master's and Higher",2011,8679,0,6387,0.73591427583823
"553","KS","Master's and Higher",2012,8538,1,1099,0.128718669477629
"554","KS","Master's and Higher",2012,8538,0,6316,0.739751698289998
"555","KS","Master's and Higher",2013,8167,0,5987,0.733072119505326
"556","KS","Master's and Higher",2013,8167,1,1078,0.131994612464797
"557","KS","Master's and Higher",2014,8946,0,6515,0.728258439526045
"558","KS","Master's and Higher",2014,8946,1,1118,0.124972054549519
"559","KY","Associate's and below",2010,33333,1,1166,0.034980349803498
"560","KY","Associate's and below",2010,33333,0,25291,0.758737587375874
"561","KY","Associate's and below",2011,37466,0,28653,0.764773394544387
"562","KY","Associate's and below",2011,37466,1,1574,0.042011423690813
"563","KY","Associate's and below",2012,38064,0,28759,0.755543295502312
"564","KY","Associate's and below",2012,38064,1,1529,0.0401691887347625
"565","KY","Associate's and below",2013,36695,1,1739,0.0473906526774765
"566","KY","Associate's and below",2013,36695,0,26914,0.733451423899714
"567","KY","Associate's and below",2014,38800,1,2331,0.0600773195876289
"568","KY","Associate's and below",2014,38800,0,27929,0.719819587628866
"569","KY","Bachelor's",2010,21741,0,17832,0.82020146267421
"570","KY","Bachelor's",2010,21741,1,1136,0.0522515063704521
"571","KY","Bachelor's",2011,22611,1,1224,0.0541329441422317
"572","KY","Bachelor's",2011,22611,0,18478,0.81721286099686
"573","KY","Bachelor's",2012,23109,0,18969,0.820849019862391
"574","KY","Bachelor's",2012,23109,1,1305,0.0564715046085941
"575","KY","Bachelor's",2013,23571,1,1363,0.0578252937932205
"576","KY","Bachelor's",2013,23571,0,19430,0.824318017903356
"577","KY","Bachelor's",2014,23971,1,1436,0.0599057194109549
"578","KY","Bachelor's",2014,23971,0,19555,0.815777397688874
"579","KY","Master's and Higher",2010,10082,1,856,0.0849037889307677
"580","KY","Master's and Higher",2010,10082,0,7967,0.790220194405872
"581","KY","Master's and Higher",2011,10732,1,899,0.0837681699590011
"582","KY","Master's and Higher",2011,10732,0,8588,0.800223630264629
"583","KY","Master's and Higher",2012,12023,0,9427,0.784080512351327
"584","KY","Master's and Higher",2012,12023,1,1053,0.0875821342427015
"585","KY","Master's and Higher",2013,12336,0,9601,0.778291180285344
"586","KY","Master's and Higher",2013,12336,1,1172,0.0950064850843061
"587","KY","Master's and Higher",2014,12027,0,9261,0.770017460713395
"588","KY","Master's and Higher",2014,12027,1,1203,0.100024943876278
"589","LA","Associate's and below",2010,35833,0,29454,0.821979739346413
"590","LA","Associate's and below",2010,35833,1,1365,0.038093377612815
"591","LA","Associate's and below",2011,39513,0,32101,0.812416166831169
"592","LA","Associate's and below",2011,39513,1,1703,0.0430997393262977
"593","LA","Associate's and below",2012,41211,1,1922,0.0466380335347359
"594","LA","Associate's and below",2012,41211,0,32658,0.792458324233821
"595","LA","Associate's and below",2013,34606,0,27766,0.802346413916662
"596","LA","Associate's and below",2013,34606,1,1780,0.0514361671386465
"597","LA","Associate's and below",2014,40900,1,2232,0.0545721271393643
"598","LA","Associate's and below",2014,40900,0,31425,0.768337408312958
"599","LA","Bachelor's",2010,21528,0,16680,0.774804905239688
"600","LA","Bachelor's",2010,21528,1,1427,0.0662857673727239
"601","LA","Bachelor's",2011,22141,1,1505,0.0679734429339235
"602","LA","Bachelor's",2011,22141,0,17113,0.772909985998826
"603","LA","Bachelor's",2012,22943,0,17704,0.771651484112801
"604","LA","Bachelor's",2012,22943,1,1583,0.0689970797193044
"605","LA","Bachelor's",2013,23351,1,1808,0.0774270909168772
"606","LA","Bachelor's",2013,23351,0,18038,0.772472270994818
"607","LA","Bachelor's",2014,23439,0,18204,0.776654294125176
"608","LA","Bachelor's",2014,23439,1,1795,0.0765817654336789
"609","LA","Master's and Higher",2010,9345,1,806,0.0862493311931514
"610","LA","Master's and Higher",2010,9345,0,7333,0.784697699304441
"611","LA","Master's and Higher",2011,9650,1,875,0.0906735751295337
"612","LA","Master's and Higher",2011,9650,0,7496,0.776787564766839
"613","LA","Master's and Higher",2012,10280,0,8001,0.778307392996109
"614","LA","Master's and Higher",2012,10280,1,905,0.0880350194552529
"615","LA","Master's and Higher",2013,10524,0,8339,0.792379323451159
"616","LA","Master's and Higher",2013,10524,1,880,0.0836183960471304
"617","LA","Master's and Higher",2014,10329,0,8296,0.803175525220254
"618","LA","Master's and Higher",2014,10329,1,871,0.0843256849646626
"619","MA","Associate's and below",2010,26105,1,1589,0.0608695652173913
"620","MA","Associate's and below",2010,26105,0,19351,0.741275617697759
"621","MA","Associate's and below",2011,28162,0,20542,0.729422626233932
"622","MA","Associate's and below",2011,28162,1,1882,0.0668276400823805
"623","MA","Associate's and below",2012,28946,1,1857,0.0641539418227043
"624","MA","Associate's and below",2012,28946,0,20914,0.722517791750156
"625","MA","Associate's and below",2013,26838,0,18802,0.70057381324987
"626","MA","Associate's and below",2013,26838,1,1806,0.0672926447574335
"627","MA","Associate's and below",2014,27033,1,1602,0.0592609033403618
"628","MA","Associate's and below",2014,27033,0,18753,0.693707690600377
"629","MA","Bachelor's",2010,58318,1,5026,0.0861826537261223
"630","MA","Bachelor's",2010,58318,0,47450,0.813642443156487
"631","MA","Bachelor's",2011,60343,1,5412,0.0896872876721409
"632","MA","Bachelor's",2011,60343,0,49223,0.815720133238321
"633","MA","Bachelor's",2012,62326,0,50720,0.813785579052081
"634","MA","Bachelor's",2012,62326,1,5629,0.0903154381798928
"635","MA","Bachelor's",2013,63832,0,51402,0.805270083970422
"636","MA","Bachelor's",2013,63832,1,5856,0.0917408196515854
"637","MA","Bachelor's",2014,65581,1,6330,0.0965218584651042
"638","MA","Bachelor's",2014,65581,0,52652,0.802854485292996
"639","MA","Master's and Higher",2010,40920,1,4557,0.111363636363636
"640","MA","Master's and Higher",2010,40920,0,30114,0.735923753665689
"641","MA","Master's and Higher",2011,42732,1,4821,0.112819432743611
"642","MA","Master's and Higher",2011,42732,0,31537,0.7380183469063
"643","MA","Master's and Higher",2012,44971,1,5107,0.11356207333615
"644","MA","Master's and Higher",2012,44971,0,34025,0.756598696938027
"645","MA","Master's and Higher",2013,44756,0,34359,0.76769595138082
"646","MA","Master's and Higher",2013,44756,1,5364,0.119849852533738
"647","MA","Master's and Higher",2014,45540,0,34857,0.765415019762846
"648","MA","Master's and Higher",2014,45540,1,5704,0.125252525252525
"649","MD","Associate's and below",2010,24448,1,1458,0.059636780104712
"650","MD","Associate's and below",2010,24448,0,15733,0.643529123036649
"651","MD","Associate's and below",2011,27774,1,1744,0.0627925397854108
"652","MD","Associate's and below",2011,27774,0,17625,0.634586303737308
"653","MD","Associate's and below",2012,28568,0,17669,0.618489218706245
"654","MD","Associate's and below",2012,28568,1,1724,0.0603472416690003
"655","MD","Associate's and below",2013,26791,0,15611,0.58269568138554
"656","MD","Associate's and below",2013,26791,1,1611,0.060132133925572
"657","MD","Associate's and below",2014,27912,0,16029,0.57426913155632
"658","MD","Associate's and below",2014,27912,1,2081,0.0745557466322729
"659","MD","Bachelor's",2010,31001,1,4125,0.133060223863746
"660","MD","Bachelor's",2010,31001,0,24281,0.78323279894197
"661","MD","Bachelor's",2011,33438,0,26269,0.785603205933369
"662","MD","Bachelor's",2011,33438,1,4409,0.131855972247144
"663","MD","Bachelor's",2012,35246,0,27443,0.77861317596323
"664","MD","Bachelor's",2012,35246,1,5004,0.141973557283096
"665","MD","Bachelor's",2013,36346,0,28090,0.772849832168602
"666","MD","Bachelor's",2013,36346,1,5472,0.150553018213834
"667","MD","Bachelor's",2014,36959,1,5826,0.157634135122704
"668","MD","Bachelor's",2014,36959,0,28275,0.765036932817446
"669","MD","Master's and Higher",2010,18767,1,2924,0.155805403101188
"670","MD","Master's and Higher",2010,18767,0,13581,0.723663878083871
"671","MD","Master's and Higher",2011,19731,0,14169,0.7181085601338
"672","MD","Master's and Higher",2011,19731,1,3209,0.162637474025645
"673","MD","Master's and Higher",2012,20787,1,3403,0.16370808678501
"674","MD","Master's and Higher",2012,20787,0,15039,0.723481021792466
"675","MD","Master's and Higher",2013,21657,1,4055,0.187237382832341
"676","MD","Master's and Higher",2013,21657,0,15266,0.704899108833172
"677","MD","Master's and Higher",2014,21429,0,14717,0.686779597741379
"678","MD","Master's and Higher",2014,21429,1,4314,0.201315973680526
"679","ME","Associate's and below",2010,4121,1,182,0.0441640378548896
"680","ME","Associate's and below",2010,4121,0,3157,0.766076195098277
"681","ME","Associate's and below",2011,4967,0,3877,0.780551640829474
"682","ME","Associate's and below",2011,4967,1,176,0.035433863499094
"683","ME","Associate's and below",2012,5085,0,3881,0.76322517207473
"684","ME","Associate's and below",2012,5085,1,218,0.0428711897738446
"685","ME","Associate's and below",2013,5007,1,219,0.0437387657279808
"686","ME","Associate's and below",2013,5007,0,3846,0.768124625524266
"687","ME","Associate's and below",2014,4918,1,222,0.0451403009353396
"688","ME","Associate's and below",2014,4918,0,3801,0.772875152501017
"689","ME","Bachelor's",2010,7562,0,6251,0.826633165829146
"690","ME","Bachelor's",2010,7562,1,445,0.0588468659084898
"691","ME","Bachelor's",2011,7901,0,6427,0.813441336539679
"692","ME","Bachelor's",2011,7901,1,453,0.0573345146184027
"693","ME","Bachelor's",2012,8281,0,6814,0.822847482188142
"694","ME","Bachelor's",2012,8281,1,442,0.0533751962323391
"695","ME","Bachelor's",2013,8112,1,502,0.0618836291913215
"696","ME","Bachelor's",2013,8112,0,6589,0.812253451676529
"697","ME","Bachelor's",2014,8229,1,496,0.0602746384736906
"698","ME","Bachelor's",2014,8229,0,6646,0.80763154696804
"699","ME","Master's and Higher",2010,2319,1,379,0.163432514014661
"700","ME","Master's and Higher",2010,2319,0,1697,0.731780940060371
"701","ME","Master's and Higher",2011,2227,1,79,0.0354737314773238
"702","ME","Master's and Higher",2011,2227,0,1941,0.871576111360575
"703","ME","Master's and Higher",2012,2394,0,2129,0.889306599832916
"704","ME","Master's and Higher",2012,2394,1,62,0.0258980785296575
"705","ME","Master's and Higher",2013,2501,1,67,0.0267892842862855
"706","ME","Master's and Higher",2013,2501,0,2287,0.914434226309476
"707","ME","Master's and Higher",2014,2650,0,2421,0.913584905660377
"708","ME","Master's and Higher",2014,2650,1,73,0.0275471698113208
"709","MH","Associate's and below",2010,63,0,49,0.777777777777778
"710","MH","Associate's and below",2011,86,0,56,0.651162790697674
"711","MH","Associate's and below",2012,74,0,53,0.716216216216216
"712","MH","Associate's and below",2013,80,0,45,0.5625
"713","MH","Associate's and below",2014,106,0,63,0.594339622641509
"714","MI","Associate's and below",2010,56617,1,2844,0.0502322623946871
"715","MI","Associate's and below",2010,56617,0,40579,0.716728191179328
"716","MI","Associate's and below",2011,60193,0,42426,0.704832787865699
"717","MI","Associate's and below",2011,60193,1,3453,0.0573654743907099
"718","MI","Associate's and below",2012,61575,1,3683,0.0598132358911896
"719","MI","Associate's and below",2012,61575,0,41453,0.673211530653674
"720","MI","Associate's and below",2013,59609,0,38936,0.653189954537067
"721","MI","Associate's and below",2013,59609,1,2983,0.0500427787750172
"722","MI","Associate's and below",2014,55974,1,2796,0.0499517633186837
"723","MI","Associate's and below",2014,55974,0,34913,0.623736020295137
"724","MI","Bachelor's",2010,60741,0,49557,0.815873956635551
"725","MI","Bachelor's",2010,60741,1,5736,0.094433743270608
"726","MI","Bachelor's",2011,61400,0,49720,0.809771986970684
"727","MI","Bachelor's",2011,61400,1,5789,0.0942833876221498
"728","MI","Bachelor's",2012,62405,0,50387,0.807419277301498
"729","MI","Bachelor's",2012,62405,1,5893,0.0944315359346206
"730","MI","Bachelor's",2013,63128,1,5920,0.093777721454822
"731","MI","Bachelor's",2013,63128,0,50978,0.807533899379039
"732","MI","Bachelor's",2014,63608,0,50947,0.800952710350899
"733","MI","Bachelor's",2014,63608,1,6222,0.0978178845428248
"734","MI","Master's and Higher",2010,27532,1,3374,0.122548307424088
"735","MI","Master's and Higher",2010,27532,0,21163,0.768669184948424
"736","MI","Master's and Higher",2011,27791,1,3601,0.129574322622432
"737","MI","Master's and Higher",2011,27791,0,21178,0.762045266453168
"738","MI","Master's and Higher",2012,28084,0,21216,0.75544794188862
"739","MI","Master's and Higher",2012,28084,1,3863,0.13755163082182
"740","MI","Master's and Higher",2013,27917,0,21150,0.757602894293799
"741","MI","Master's and Higher",2013,27917,1,3822,0.136905827990114
"742","MI","Master's and Higher",2014,28082,0,21365,0.760807634783847
"743","MI","Master's and Higher",2014,28082,1,3870,0.137810697243786
"744","MN","Associate's and below",2010,34516,0,25342,0.734210221346622
"745","MN","Associate's and below",2010,34516,1,1590,0.0460655927685711
"746","MN","Associate's and below",2011,36675,0,26366,0.718909338786639
"747","MN","Associate's and below",2011,36675,1,1929,0.0525971370143149
"748","MN","Associate's and below",2012,38136,1,2005,0.0525749947556115
"749","MN","Associate's and below",2012,38136,0,27266,0.714967484791273
"750","MN","Associate's and below",2013,38318,0,27097,0.707161125319693
"751","MN","Associate's and below",2013,38318,1,1898,0.0495328566209092
"752","MN","Associate's and below",2014,37034,1,1861,0.0502511205918885
"753","MN","Associate's and below",2014,37034,0,25201,0.680482799589566
"754","MN","Bachelor's",2010,36630,0,30238,0.825498225498225
"755","MN","Bachelor's",2010,36630,1,2622,0.0715806715806716
"756","MN","Bachelor's",2011,38047,1,2593,0.0681525481641128
"757","MN","Bachelor's",2011,38047,0,31569,0.82973690435514
"758","MN","Bachelor's",2012,40457,0,33618,0.830956323998319
"759","MN","Bachelor's",2012,40457,1,2806,0.0693575895395111
"760","MN","Bachelor's",2013,41467,1,3115,0.0751199749198158
"761","MN","Bachelor's",2013,41467,0,34285,0.826802035353414
"762","MN","Bachelor's",2014,41514,1,3223,0.0776364599894012
"763","MN","Bachelor's",2014,41514,0,34237,0.824709736474442
"764","MN","Master's and Higher",2010,25578,0,20413,0.798068652748456
"765","MN","Master's and Higher",2010,25578,1,2711,0.10598952224568
"766","MN","Master's and Higher",2011,26962,1,1926,0.0714338698909576
"767","MN","Master's and Higher",2011,26962,0,22430,0.831911579259699
"768","MN","Master's and Higher",2012,27485,1,2281,0.0829907222121157
"769","MN","Master's and Higher",2012,27485,0,22540,0.820083682008368
"770","MN","Master's and Higher",2013,27646,0,22519,0.814548216740216
"771","MN","Master's and Higher",2013,27646,1,2355,0.0851841134341315
"772","MN","Master's and Higher",2014,28025,0,23155,0.826226583407672
"773","MN","Master's and Higher",2014,28025,1,2199,0.0784656556645852
"774","MO","Associate's and below",2010,29548,0,19917,0.674055773656423
"775","MO","Associate's and below",2010,29548,1,1470,0.0497495600379044
"776","MO","Associate's and below",2011,33388,1,1730,0.0518150233616868
"777","MO","Associate's and below",2011,33388,0,21332,0.63891218401821
"778","MO","Associate's and below",2012,31919,0,20150,0.631285441273223
"779","MO","Associate's and below",2012,31919,1,1786,0.055954133901438
"780","MO","Associate's and below",2013,31752,1,1696,0.0534139581758629
"781","MO","Associate's and below",2013,31752,0,19451,0.612591332829428
"782","MO","Associate's and below",2014,30748,1,1815,0.0590282294783401
"783","MO","Associate's and below",2014,30748,0,18078,0.587940679068557
"784","MO","Bachelor's",2010,43308,0,36024,0.831809365475201
"785","MO","Bachelor's",2010,43308,1,3008,0.0694559896554909
"786","MO","Bachelor's",2011,44900,1,2995,0.0667037861915367
"787","MO","Bachelor's",2011,44900,0,37344,0.831714922048998
"788","MO","Bachelor's",2012,47396,0,39233,0.827770275972656
"789","MO","Bachelor's",2012,47396,1,3198,0.0674740484429066
"790","MO","Bachelor's",2013,44943,0,36609,0.814565115813364
"791","MO","Bachelor's",2013,44943,1,3293,0.0732705871882162
"792","MO","Bachelor's",2014,44439,1,3178,0.0715137604356534
"793","MO","Bachelor's",2014,44439,0,36248,0.815679920790297
"794","MO","Master's and Higher",2010,25137,1,1781,0.0708517325058678
"795","MO","Master's and Higher",2010,25137,0,20705,0.823686199626049
"796","MO","Master's and Higher",2011,26115,1,2082,0.07972429638139
"797","MO","Master's and Higher",2011,26115,0,21099,0.807926479035037
"798","MO","Master's and Higher",2012,26500,1,2007,0.0757358490566038
"799","MO","Master's and Higher",2012,26500,0,21405,0.807735849056604
"800","MO","Master's and Higher",2013,26093,1,2036,0.0780285900433066
"801","MO","Master's and Higher",2013,26093,0,20972,0.80374046679186
"802","MO","Master's and Higher",2014,26508,0,21572,0.813792062773502
"803","MO","Master's and Higher",2014,26508,1,1985,0.0748830541723253
"804","MP","Associate's and below",2010,66,0,27,0.409090909090909
"805","MP","Associate's and below",2010,66,1,5,0.0757575757575758
"806","MP","Associate's and below",2011,105,1,3,0.0285714285714286
"807","MP","Associate's and below",2011,105,0,46,0.438095238095238
"808","MP","Associate's and below",2012,104,0,49,0.471153846153846
"809","MP","Associate's and below",2012,104,1,4,0.0384615384615385
"810","MP","Associate's and below",2013,133,1,9,0.0676691729323308
"811","MP","Associate's and below",2013,133,0,68,0.511278195488722
"812","MP","Associate's and below",2014,123,1,5,0.040650406504065
"813","MP","Associate's and below",2014,123,0,48,0.390243902439024
"814","MP","Bachelor's",2010,19,0,19,1
"815","MP","Bachelor's",2011,14,0,14,1
"816","MP","Bachelor's",2012,14,0,14,1
"817","MP","Bachelor's",2013,29,0,20,0.689655172413793
"818","MP","Bachelor's",2014,35,0,25,0.714285714285714
"819","MS","Associate's and below",2010,14362,0,9986,0.695307060298009
"820","MS","Associate's and below",2010,14362,1,552,0.0384347583901964
"821","MS","Associate's and below",2011,16596,1,602,0.0362738009158833
"822","MS","Associate's and below",2011,16596,0,11059,0.666365389250422
"823","MS","Associate's and below",2012,18334,1,713,0.0388894949274572
"824","MS","Associate's and below",2012,18334,0,12207,0.665812152285371
"825","MS","Associate's and below",2013,17239,1,707,0.041011659609026
"826","MS","Associate's and below",2013,17239,0,10929,0.633969487789315
"827","MS","Associate's and below",2014,19460,1,951,0.0488694758478931
"828","MS","Associate's and below",2014,19460,0,12515,0.64311408016444
"829","MS","Bachelor's",2010,12940,0,10975,0.848145285935085
"830","MS","Bachelor's",2010,12940,1,704,0.0544049459041731
"831","MS","Bachelor's",2011,13281,0,11199,0.843234696182516
"832","MS","Bachelor's",2011,13281,1,713,0.0536857164370153
"833","MS","Bachelor's",2012,13546,0,11306,0.834637531374576
"834","MS","Bachelor's",2012,13546,1,772,0.0569909936512624
"835","MS","Bachelor's",2013,14136,1,734,0.0519241652518393
"836","MS","Bachelor's",2013,14136,0,11959,0.845996038483305
"837","MS","Bachelor's",2014,14371,1,841,0.0585206318279869
"838","MS","Bachelor's",2014,14371,0,11991,0.834388699464199
"839","MS","Master's and Higher",2010,5556,1,480,0.0863930885529158
"840","MS","Master's and Higher",2010,5556,0,4775,0.85943124550036
"841","MS","Master's and Higher",2011,6066,1,452,0.0745136828222882
"842","MS","Master's and Higher",2011,6066,0,5246,0.864820309924167
"843","MS","Master's and Higher",2012,6128,0,5291,0.863413838120104
"844","MS","Master's and Higher",2012,6128,1,462,0.0753916449086162
"845","MS","Master's and Higher",2013,6204,1,384,0.0618955512572534
"846","MS","Master's and Higher",2013,6204,0,5444,0.877498388136686
"847","MS","Master's and Higher",2014,6243,0,5497,0.880506166906936
"848","MS","Master's and Higher",2014,6243,1,385,0.0616690693576806
"849","MT","Associate's and below",2010,2526,0,1720,0.680918448139351
"850","MT","Associate's and below",2010,2526,1,118,0.0467141726049089
"851","MT","Associate's and below",2011,2949,0,1899,0.643947100712106
"852","MT","Associate's and below",2011,2949,1,211,0.0715496778569006
"853","MT","Associate's and below",2012,3335,1,287,0.0860569715142429
"854","MT","Associate's and below",2012,3335,0,2119,0.635382308845577
"855","MT","Associate's and below",2013,3371,0,2067,0.613171165826164
"856","MT","Associate's and below",2013,3371,1,310,0.0919608424799763
"857","MT","Associate's and below",2014,3487,1,231,0.0662460567823344
"858","MT","Associate's and below",2014,3487,0,2170,0.622311442500717
"859","MT","Bachelor's",2010,5451,0,4567,0.837827921482297
"860","MT","Bachelor's",2010,5451,1,372,0.0682443588332416
"861","MT","Bachelor's",2011,5780,1,460,0.0795847750865052
"862","MT","Bachelor's",2011,5780,0,4769,0.825086505190311
"863","MT","Bachelor's",2012,5617,0,4621,0.822681146519494
"864","MT","Bachelor's",2012,5617,1,440,0.078333630051629
